loan_index,property_value,house_indicator,credit_score,married,num_dependents,education,annual_income,coapplicant_indicator,coapplicant_income,interest_rate,pmt,pmt_1,pmt_2,pmt_3,pmt_4,pmt_5,pmt_6,pmt_7,pmt_8,pmt_9,pmt_10,pmt_11,pmt_12,pmt_13,pmt_14,pmt_15,pmt_16,pmt_17,pmt_18,pmt_19,pmt_20,pmt_21,pmt_22,pmt_23,pmt_24,pmt_25,pmt_26,pmt_27,pmt_28,pmt_29,pmt_30
81,2833885.6,1,653,0,0,Began Bachelors,213245.21,1,161160.04,6.77,89247.65,89247.65,89247.65,89247.65,89247.65,89247.65,89247.65,89247.65,89247.65,89247.65,89247.65,89247.65,89247.65,89247.65,89247.65,89247.65,89247.65,89247.65,89247.65,89247.65,89247.65,89247.65,89247.65,89247.65,89247.65,89247.65,89247.65,89247.65,89247.65,89247.65,89247.65
82,1041041.68,1,654,0,1,Began Bachelors,154680.23,1,144110.25,7.16,68196.98,68196.98,68196.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,1092680.6,1,602,1,0,High School,192727.21,1,153234.22,7.3,72578.89,72578.89,72578.89,72578.89,72578.89,72578.89,72578.89,72578.89,72578.89,72578.89,72578.89,72578.89,72578.89,72578.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,527269.5,0,667,1,1,Bachelors Degree,205481.06,0,,7.13,34437.59,34437.59,34437.59,34437.59,34437.59,34437.59,34437.59,34437.59,34437.59,34437.59,34437.59,34437.59,34437.59,34437.59,34437.59,34437.59,34437.59,34437.59,34437.59,34437.59,34437.59,34437.59,34437.59,34437.59,34437.59,34437.59,34437.59,34437.59,34437.59,34437.59,34437.59
85,1142233.3,1,675,0,1,Bachelors Degree,132707.68,1,119163.79,7.11,74454.16,74454.16,74454.16,74454.16,74454.16,74454.16,74454.16,74454.16,74454.16,74454.16,74454.16,74454.16,74454.16,74454.16,74454.16,74454.16,74454.16,74454.16,74454.16,74454.16,74454.16,74454.16,74454.16,74454.16,74454.16,74454.16,74454.16,74454.16,74454.16,74454.16,74454.16
86,608858.46,1,548,1,1,Bachelors Degree,202389.28,1,106691.56,7.43,40961.54,40961.54,40961.54,40961.54,40961.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,284362.82,1,607,1,1,Bachelors Degree,155987.17,1,142380.88,7.28,18850.95,18850.95,18850.95,18850.95,18850.95,18850.95,18850.95,18850.95,18850.95,18850.95,18850.95,18850.95,18850.95,18850.95,18850.95,18850.95,18850.95,18850.95,18850.95,18850.95,18850.95,18850.95,18850.95,18850.95,18850.95,18850.95,18850.95,18850.95,18850.95,18850.95,18850.95
88,823233.01,1,681,0,1,Began Bachelors,125359.61,1,128600.23,7.1,53607.25,53607.25,53607.25,53607.25,53607.25,53607.25,53607.25,53607.25,53607.25,53607.25,53607.25,53607.25,53607.25,53607.25,53607.25,53607.25,53607.25,53607.25,53607.25,53607.25,53607.25,53607.25,53607.25,53607.25,53607.25,53607.25,53607.25,53607.25,53607.25,53607.25,53607.25
89,168064.11,0,645,1,0,Bachelors Degree,41579.42,1,36063.35,7.19,11042.48,11042.48,11042.48,11042.48,11042.48,11042.48,11042.48,11042.48,11042.48,11042.48,11042.48,11042.48,11042.48,11042.48,11042.48,11042.48,11042.48,11042.48,11042.48,11042.48,11042.48,11042.48,11042.48,11042.48,11042.48,11042.48,11042.48,11042.48,11042.48,11042.48,11042.48
90,1457237.65,1,681,0,0,Graduate Degree,97120.37,0,,6.7,45565.86,45565.86,45565.86,45565.86,45565.86,45565.86,45565.86,45565.86,45565.86,45565.86,45565.86,45565.86,45565.86,45565.86,45565.86,45565.86,45565.86,45565.86,45565.86,45565.86,45565.86,45565.86,45565.86,45565.86,45565.86,45565.86,45565.86,45565.86,45565.86,45565.86,45565.86
91,418658.25,1,634,1,2,Bachelors Degree,126264.66,1,94565.37,7.22,27589.46,27589.46,27589.46,27589.46,27589.46,27589.46,27589.46,27589.46,27589.46,27589.46,27589.46,27589.46,27589.46,27589.46,27589.46,27589.46,27589.46,27589.46,27589.46,27589.46,27589.46,27589.46,27589.46,27589.46,27589.46,27589.46,27589.46,27589.46,27589.46,27589.46,27589.46
92,284957.62,1,697,1,2,Began Bachelors,52638.62,0,,7.06,18481.82,18481.82,18481.82,18481.82,18481.82,18481.82,18481.82,18481.82,18481.82,18481.82,18481.82,18481.82,18481.82,18481.82,18481.82,18481.82,18481.82,18481.82,18481.82,18481.82,18481.82,18481.82,18481.82,18481.82,18481.82,18481.82,18481.82,18481.82,18481.82,18481.82,18481.82
93,500234.65,0,641,0,2,Graduate Degree,104801.03,0,,7.2,32900.03,32900.03,32900.03,32900.03,32900.03,32900.03,32900.03,32900.03,32900.03,32900.03,32900.03,32900.03,32900.03,32900.03,32900.03,32900.03,32900.03,32900.03,32900.03,32900.03,32900.03,32900.03,32900.03,32900.03,32900.03,32900.03,32900.03,32900.03,32900.03,32900.03,32900.03
94,852939.85,0,543,0,0,Graduate Degree,78506.44,1,67662.44,7.04,27604.7,27604.7,27604.7,27604.7,27604.7,27604.7,27604.7,27604.7,27604.7,27604.7,27604.7,27604.7,27604.7,27604.7,27604.7,27604.7,27604.7,27604.7,27604.7,27604.7,27604.7,27604.7,27604.7,27604.7,27604.7,27604.7,27604.7,27604.7,27604.7,27604.7,27604.7
95,576685.2,1,666,1,2,High School,80661.22,1,70564.41,7.14,37702.62,37702.62,37702.62,37702.62,37702.62,37702.62,37702.62,37702.62,37702.62,37702.62,37702.62,37702.62,37702.62,37702.62,37702.62,37702.62,37702.62,37702.62,37702.62,37702.62,37702.62,37702.62,37702.62,37702.62,37702.62,37702.62,37702.62,37702.62,37702.62,37702.62,37702.62
96,721382.44,0,670,1,1,Bachelors Degree,116768.3,1,112207.1,7.12,47068.77,47068.77,47068.77,47068.77,47068.77,47068.77,47068.77,47068.77,47068.77,47068.77,47068.77,47068.77,47068.77,47068.77,47068.77,47068.77,47068.77,47068.77,47068.77,47068.77,47068.77,47068.77,47068.77,47068.77,47068.77,47068.77,47068.77,47068.77,47068.77,47068.77,47068.77
97,1464335,1,693,1,0,Began Bachelors,169295.43,1,108470.84,7.07,95069.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,993210.01,1,648,0,1,Bachelors Degree,122122.82,1,103474.51,7.18,65193.07,65193.07,65193.07,65193.07,65193.07,65193.07,65193.07,65193.07,65193.07,65193.07,65193.07,65193.07,65193.07,65193.07,65193.07,65193.07,65193.07,65193.07,65193.07,65193.07,65193.07,65193.07,65193.07,65193.07,65193.07,65193.07,65193.07,65193.07,65193.07,65193.07,65193.07
99,2919585.52,1,626,1,1,Bachelors Degree,311445.05,0,,6.84,92603.49,92603.49,92603.49,92603.49,92603.49,92603.49,92603.49,92603.49,92603.49,92603.49,92603.49,92603.49,92603.49,92603.49,92603.49,92603.49,92603.49,92603.49,92603.49,92603.49,92603.49,92603.49,92603.49,92603.49,92603.49,92603.49,92603.49,92603.49,92603.49,92603.49,92603.49
100,820853.89,1,701,1,2,Began Bachelors,105532.16,0,,7.05,53185.78,53185.78,53185.78,53185.78,53185.78,53185.78,53185.78,53185.78,53185.78,53185.78,53185.78,53185.78,53185.78,53185.78,53185.78,53185.78,53185.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,880230.44,1,737,1,0,Bachelors Degree,110922.13,1,85319.48,6.96,56519.83,56519.83,56519.83,56519.83,56519.83,56519.83,56519.83,56519.83,56519.83,56519.83,56519.83,56519.83,56519.83,56519.83,56519.83,56519.83,56519.83,56519.83,56519.83,56519.83,56519.83,56519.83,56519.83,56519.83,56519.83,56519.83,56519.83,56519.83,56519.83,56519.83,56519.83
102,299217.92,0,634,0,1,Began Bachelors,155426.75,1,124589.32,7.22,19718.38,19718.38,19718.38,19718.38,19718.38,19718.38,19718.38,19718.38,19718.38,19718.38,19718.38,19718.38,19718.38,19718.38,19718.38,19718.38,19718.38,19718.38,19718.38,19718.38,19718.38,19718.38,19718.38,19718.38,19718.38,19718.38,19718.38,19718.38,19718.38,19718.38,19718.38
103,890042.39,0,653,0,1,Began Bachelors,152526.15,0,,7.17,58363.26,58363.26,58363.26,58363.26,58363.26,58363.26,58363.26,58363.26,58363.26,58363.26,58363.26,58363.26,58363.26,58363.26,58363.26,58363.26,58363.26,58363.26,58363.26,58363.26,58363.26,58363.26,58363.26,58363.26,58363.26,58363.26,58363.26,58363.26,58363.26,58363.26,58363.26
104,891623.19,1,619,0,1,Began Bachelors,99512.6,0,,7.25,58932.45,58932.45,58932.45,58932.45,58932.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,953826.31,1,702,0,0,Bachelors Degree,147376.27,1,101940.27,7.05,61801.5,61801.5,61801.5,61801.5,61801.5,61801.5,61801.5,61801.5,61801.5,61801.5,61801.5,61801.5,61801.5,61801.5,61801.5,61801.5,61801.5,61801.5,61801.5,61801.5,61801.5,61801.5,61801.5,61801.5,61801.5,61801.5,61801.5,61801.5,61801.5,61801.5,61801.5
106,406572.88,0,613,0,1,Bachelors Degree,144845.71,0,,7.27,26925.88,26925.88,26925.88,26925.88,26925.88,26925.88,26925.88,26925.88,26925.88,26925.88,26925.88,26925.88,26925.88,26925.88,26925.88,26925.88,26925.88,26925.88,26925.88,26925.88,26925.88,26925.88,26925.88,26925.88,26925.88,26925.88,26925.88,26925.88,26925.88,26925.88,26925.88
107,849612.5,1,577,0,0,Graduate Degree,124240.27,1,123542.19,7.36,56767.77,56767.77,56767.77,56767.77,56767.77,56767.77,56767.77,56767.77,56767.77,56767.77,56767.77,56767.77,56767.77,56767.77,56767.77,56767.77,56767.77,56767.77,56767.77,56767.77,56767.77,56767.77,56767.77,56767.77,56767.77,56767.77,56767.77,56767.77,56767.77,56767.77,56767.77
108,752612.6,1,676,1,1,Bachelors Degree,93440.54,1,88847.01,7.11,49057.53,49057.53,49057.53,49057.53,49057.53,49057.53,49057.53,49057.53,49057.53,49057.53,49057.53,49057.53,49057.53,49057.53,49057.53,49057.53,49057.53,49057.53,49057.53,49057.53,49057.53,49057.53,49057.53,49057.53,49057.53,49057.53,49057.53,49057.53,49057.53,49057.53,49057.53
109,551040.39,1,565,0,1,Graduate Degree,206271.38,1,166324.27,7.39,36926.89,36926.89,36926.89,36926.89,36926.89,36926.89,36926.89,36926.89,36926.89,36926.89,36926.89,36926.89,36926.89,36926.89,36926.89,36926.89,36926.89,36926.89,36926.89,36926.89,36926.89,36926.89,36926.89,36926.89,36926.89,36926.89,36926.89,36926.89,36926.89,36926.89,36926.89
110,1179470.14,1,709,1,1,Began Bachelors,219511.29,0,,7.03,76268.69,76268.69,76268.69,76268.69,76268.69,76268.69,76268.69,76268.69,76268.69,76268.69,76268.69,76268.69,76268.69,76268.69,76268.69,76268.69,76268.69,76268.69,76268.69,76268.69,76268.69,76268.69,76268.69,76268.69,76268.69,76268.69,76268.69,76268.69,76268.69,76268.69,76268.69
111,793420.69,1,640,1,1,Bachelors Degree,154636.31,0,,7.2,52182.63,52182.63,52182.63,52182.63,52182.63,52182.63,52182.63,52182.63,52182.63,52182.63,52182.63,52182.63,52182.63,52182.63,52182.63,52182.63,52182.63,52182.63,52182.63,52182.63,52182.63,52182.63,52182.63,52182.63,52182.63,52182.63,52182.63,52182.63,52182.63,52182.63,52182.63
112,1014450.14,1,682,0,1,Began Bachelors,159147.72,1,123459.97,7.09,65992.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,959618.89,1,645,1,1,Bachelors Degree,147713.83,1,115709.73,7.19,63050.76,63050.76,63050.76,63050.76,63050.76,63050.76,63050.76,63050.76,63050.76,63050.76,63050.76,63050.76,63050.76,63050.76,63050.76,63050.76,63050.76,63050.76,63050.76,63050.76,63050.76,63050.76,63050.76,63050.76,63050.76,63050.76,63050.76,63050.76,63050.76,63050.76,63050.76
114,876330.61,1,628,1,1,Graduate Degree,110378.68,1,111748.88,7.23,57807.17,57807.17,57807.17,57807.17,57807.17,57807.17,57807.17,57807.17,57807.17,57807.17,57807.17,57807.17,57807.17,57807.17,57807.17,57807.17,57807.17,57807.17,57807.17,57807.17,57807.17,57807.17,57807.17,57807.17,57807.17,57807.17,57807.17,57807.17,57807.17,57807.17,57807.17
115,259803.74,1,670,0,1,Began Bachelors,37620.5,0,,7.12,16951.68,16951.68,16951.68,16951.68,16951.68,16951.68,16951.68,16951.68,16951.68,16951.68,16951.68,16951.68,16951.68,16951.68,16951.68,16951.68,16951.68,16951.68,16951.68,16951.68,16951.68,16951.68,16951.68,16951.68,16951.68,16951.68,16951.68,16951.68,16951.68,16951.68,16951.68
116,1110588.75,1,630,1,3,High School,120908.06,0,,6.82,35154.22,35154.22,35154.22,35154.22,35154.22,35154.22,35154.22,35154.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,2160206.85,1,648,1,1,Bachelors Degree,175501.94,1,99240.27,6.78,68100.82,68100.82,68100.82,68100.82,68100.82,68100.82,68100.82,68100.82,68100.82,68100.82,68100.82,68100.82,68100.82,68100.82,68100.82,68100.82,68100.82,68100.82,68100.82,68100.82,68100.82,68100.82,68100.82,68100.82,68100.82,68100.82,68100.82,68100.82,68100.82,68100.82,68100.82
118,752162.82,1,682,1,1,High School,103735.23,0,,7.1,48979.31,48979.31,48979.31,48979.31,48979.31,48979.31,48979.31,48979.31,48979.31,48979.31,48979.31,48979.31,48979.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,511654.78,0,513,1,1,Began Bachelors,100870.19,0,,7.52,34725.45,34725.45,34725.45,34725.45,34725.45,34725.45,34725.45,34725.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,407540.56,0,572,1,1,Bachelors Degree,77545.5,0,,7.37,27257.01,27257.01,27257.01,27257.01,27257.01,27257.01,27257.01,27257.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,634115.76,1,669,0,0,Bachelors Degree,114252.24,1,117363.54,7.13,41416.05,41416.05,41416.05,41416.05,41416.05,41416.05,41416.05,41416.05,41416.05,41416.05,41416.05,41416.05,41416.05,41416.05,41416.05,41416.05,41416.05,41416.05,41416.05,41416.05,41416.05,41416.05,41416.05,41416.05,41416.05,41416.05,41416.05,41416.05,41416.05,41416.05,41416.05
122,801752.84,1,613,0,1,Began Bachelors,94377.66,1,73224.81,7.27,53097.25,53097.25,53097.25,53097.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,342707.72,0,717,1,2,Bachelors Degree,49249.22,1,71049.53,7.01,22116.27,22116.27,22116.27,22116.27,22116.27,22116.27,22116.27,22116.27,22116.27,22116.27,22116.27,22116.27,22116.27,22116.27,22116.27,22116.27,22116.27,22116.27,22116.27,22116.27,22116.27,22116.27,22116.27,22116.27,22116.27,22116.27,22116.27,22116.27,22116.27,22116.27,22116.27
124,416259.21,1,593,1,1,High School,159777.3,1,92361.92,7.32,27703.63,27703.63,27703.63,27703.63,27703.63,27703.63,27703.63,27703.63,27703.63,27703.63,27703.63,27703.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,428508.4,1,674,1,1,Graduate Degree,171080.73,1,109240.38,7.12,27959.32,27959.32,27959.32,27959.32,27959.32,27959.32,27959.32,27959.32,27959.32,27959.32,27959.32,27959.32,27959.32,27959.32,27959.32,27959.32,27959.32,27959.32,27959.32,27959.32,27959.32,27959.32,27959.32,27959.32,27959.32,27959.32,27959.32,27959.32,27959.32,27959.32,27959.32
126,941872.95,1,701,1,1,Began Bachelors,92539.78,1,86236.24,6.65,29300.5,29300.5,29300.5,29300.5,29300.5,29300.5,29300.5,29300.5,29300.5,29300.5,29300.5,29300.5,29300.5,29300.5,29300.5,29300.5,29300.5,29300.5,29300.5,29300.5,29300.5,29300.5,29300.5,29300.5,29300.5,29300.5,29300.5,29300.5,29300.5,29300.5,29300.5
127,887383.64,1,650,0,2,Bachelors Degree,96375.65,0,,7.17,58188.91,58188.91,58188.91,58188.91,58188.91,58188.91,58188.91,58188.91,58188.91,58188.91,58188.91,58188.91,58188.91,58188.91,58188.91,58188.91,58188.91,58188.91,58188.91,58188.91,58188.91,58188.91,58188.91,58188.91,58188.91,58188.91,58188.91,58188.91,58188.91,58188.91,58188.91
128,1062806.79,0,661,0,1,Graduate Degree,234848.77,1,158746.29,7.15,69553.56,69553.56,69553.56,69553.56,69553.56,69553.56,69553.56,69553.56,69553.56,69553.56,69553.56,69553.56,69553.56,69553.56,69553.56,69553.56,69553.56,69553.56,69553.56,69553.56,69553.56,69553.56,69553.56,69553.56,69553.56,69553.56,69553.56,69553.56,69553.56,69553.56,69553.56
129,1198216.62,1,724,0,0,Graduate Degree,323239.81,0,,6.99,77170.39,77170.39,77170.39,77170.39,77170.39,77170.39,77170.39,77170.39,77170.39,77170.39,77170.39,77170.39,77170.39,77170.39,77170.39,77170.39,77170.39,77170.39,77170.39,77170.39,77170.39,77170.39,77170.39,77170.39,77170.39,77170.39,77170.39,77170.39,77170.39,77170.39,77170.39
130,617755.61,0,600,0,1,Graduate Degree,150913.55,1,131018.3,7.3,41033.05,41033.05,41033.05,41033.05,41033.05,41033.05,41033.05,41033.05,41033.05,41033.05,41033.05,41033.05,41033.05,41033.05,41033.05,41033.05,41033.05,41033.05,41033.05,41033.05,41033.05,41033.05,41033.05,41033.05,41033.05,41033.05,41033.05,41033.05,41033.05,41033.05,41033.05
131,476774.49,1,673,1,1,Bachelors Degree,55746.27,1,52393.77,7.12,31108.59,31108.59,31108.59,31108.59,31108.59,31108.59,31108.59,31108.59,31108.59,31108.59,31108.59,31108.59,31108.59,31108.59,31108.59,31108.59,31108.59,31108.59,31108.59,31108.59,31108.59,31108.59,31108.59,31108.59,31108.59,31108.59,31108.59,31108.59,31108.59,31108.59,31108.59
132,573998.65,0,669,0,0,Bachelors Degree,162100.84,0,,7.13,37489.62,37489.62,37489.62,37489.62,37489.62,37489.62,37489.62,37489.62,37489.62,37489.62,37489.62,37489.62,37489.62,37489.62,37489.62,37489.62,37489.62,37489.62,37489.62,37489.62,37489.62,37489.62,37489.62,37489.62,37489.62,37489.62,37489.62,37489.62,37489.62,37489.62,37489.62
133,709471.11,0,668,0,1,Bachelors Degree,131302.61,1,95481.12,7.13,46337.74,46337.74,46337.74,46337.74,46337.74,46337.74,46337.74,46337.74,46337.74,46337.74,46337.74,46337.74,46337.74,46337.74,46337.74,46337.74,46337.74,46337.74,46337.74,46337.74,46337.74,46337.74,46337.74,46337.74,46337.74,46337.74,46337.74,46337.74,46337.74,46337.74,46337.74
134,660489.12,0,697,0,1,Began Bachelors,88506.71,1,106196.37,7.06,42838.09,42838.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,1111359.32,1,568,1,2,Graduate Degree,91985.4,0,,6.98,35752.23,35752.23,35752.23,35752.23,35752.23,35752.23,35752.23,35752.23,35752.23,35752.23,35752.23,35752.23,35752.23,35752.23,35752.23,35752.23,35752.23,35752.23,35752.23,35752.23,35752.23,35752.23,35752.23,35752.23,35752.23,35752.23,35752.23,35752.23,35752.23,35752.23,35752.23
136,435982.11,1,622,1,1,Bachelors Degree,125622.62,1,103794.37,7.25,28816.54,28816.54,28816.54,28816.54,28816.54,28816.54,28816.54,28816.54,28816.54,28816.54,28816.54,28816.54,28816.54,28816.54,28816.54,28816.54,28816.54,28816.54,28816.54,28816.54,28816.54,28816.54,28816.54,28816.54,28816.54,28816.54,28816.54,28816.54,28816.54,28816.54,28816.54
137,677467.51,0,621,1,0,Began Bachelors,129012.89,1,105558.07,7.25,44777.69,44777.69,44777.69,44777.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,1023091.48,1,729,1,1,Graduate Degree,241451.35,0,,6.98,65825.34,65825.34,65825.34,65825.34,65825.34,65825.34,65825.34,65825.34,65825.34,65825.34,65825.34,65825.34,65825.34,65825.34,65825.34,65825.34,65825.34,65825.34,65825.34,65825.34,65825.34,65825.34,65825.34,65825.34,65825.34,65825.34,65825.34,65825.34,65825.34,65825.34,65825.34
139,673701.02,1,715,0,1,Began Bachelors,107713.49,1,119783.15,7.01,43476.55,43476.55,43476.55,43476.55,43476.55,43476.55,43476.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,284528.61,1,648,1,1,Began Bachelors,153493.55,1,143128.78,7.18,18676.1,18676.1,18676.1,18676.1,18676.1,18676.1,18676.1,18676.1,18676.1,18676.1,18676.1,18676.1,18676.1,18676.1,18676.1,18676.1,18676.1,18676.1,18676.1,18676.1,18676.1,18676.1,18676.1,18676.1,18676.1,18676.1,18676.1,18676.1,18676.1,18676.1,18676.1
141,648043.34,1,674,0,2,Graduate Degree,73787.95,0,,7.11,42241.39,42241.39,42241.39,42241.39,42241.39,42241.39,42241.39,42241.39,42241.39,42241.39,42241.39,42241.39,42241.39,42241.39,42241.39,42241.39,42241.39,42241.39,42241.39,42241.39,42241.39,42241.39,42241.39,42241.39,42241.39,42241.39,42241.39,42241.39,42241.39,42241.39,42241.39
142,658899.31,1,639,0,1,Began Bachelors,114718.07,1,68552.21,7.2,43335.27,43335.27,43335.27,43335.27,43335.27,43335.27,43335.27,43335.27,43335.27,43335.27,43335.27,43335.27,43335.27,43335.27,43335.27,43335.27,43335.27,43335.27,43335.27,43335.27,43335.27,43335.27,43335.27,43335.27,43335.27,43335.27,43335.27,43335.27,43335.27,43335.27,43335.27
143,1038916.35,0,698,1,2,High School,203154.46,0,,6.66,32352.59,32352.59,32352.59,32352.59,32352.59,32352.59,32352.59,32352.59,32352.59,32352.59,32352.59,32352.59,32352.59,32352.59,32352.59,32352.59,32352.59,32352.59,32352.59,32352.59,32352.59,32352.59,32352.59,32352.59,32352.59,32352.59,32352.59,32352.59,32352.59,32352.59,32352.59
144,2337330.7,1,614,0,0,Began Bachelors,169805.11,1,145311.1,6.86,74286.03,74286.03,74286.03,74286.03,74286.03,74286.03,74286.03,74286.03,74286.03,74286.03,74286.03,74286.03,74286.03,74286.03,74286.03,74286.03,74286.03,74286.03,74286.03,74286.03,74286.03,74286.03,74286.03,74286.03,74286.03,74286.03,74286.03,74286.03,74286.03,74286.03,74286.03
145,516168.1,0,704,1,1,High School,123260.34,1,100573.37,7.04,33410.72,33410.72,33410.72,33410.72,33410.72,33410.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,585009.82,0,677,0,0,Began Bachelors,114407.84,0,,7.11,38132.68,38132.68,38132.68,38132.68,38132.68,38132.68,38132.68,38132.68,38132.68,38132.68,38132.68,38132.68,38132.68,38132.68,38132.68,38132.68,38132.68,38132.68,38132.68,38132.68,38132.68,38132.68,38132.68,38132.68,38132.68,38132.68,38132.68,38132.68,38132.68,38132.68,38132.68
147,703154.39,1,696,0,1,Bachelors Degree,81943.38,1,101705.72,7.06,45605.28,45605.28,45605.28,45605.28,45605.28,45605.28,45605.28,45605.28,45605.28,45605.28,45605.28,45605.28,45605.28,45605.28,45605.28,45605.28,45605.28,45605.28,45605.28,45605.28,45605.28,45605.28,45605.28,45605.28,45605.28,45605.28,45605.28,45605.28,45605.28,45605.28,45605.28
148,638305.45,1,710,1,1,High School,186911.69,1,138483.89,7.02,41233.7,41233.7,41233.7,41233.7,41233.7,41233.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,982810.45,1,716,0,1,Graduate Degree,156639.66,1,130684.22,7.01,63424.59,63424.59,63424.59,63424.59,63424.59,63424.59,63424.59,63424.59,63424.59,63424.59,63424.59,63424.59,63424.59,63424.59,63424.59,63424.59,63424.59,63424.59,63424.59,63424.59,63424.59,63424.59,63424.59,63424.59,63424.59,63424.59,63424.59,63424.59,63424.59,63424.59,63424.59
150,911469.64,1,738,1,1,Bachelors Degree,157586.99,1,129366.09,6.95,58466.78,58466.78,58466.78,58466.78,58466.78,58466.78,58466.78,58466.78,58466.78,58466.78,58466.78,58466.78,58466.78,58466.78,58466.78,58466.78,58466.78,58466.78,58466.78,58466.78,58466.78,58466.78,58466.78,58466.78,58466.78,58466.78,58466.78,58466.78,58466.78,58466.78,58466.78
151,550283.91,0,601,1,1,Began Bachelors,82792.91,1,94725.59,7.3,36551.39,36551.39,36551.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,382763.82,0,615,0,0,High School,81423.38,1,67430.79,7.26,25324.06,25324.06,25324.06,25324.06,25324.06,25324.06,25324.06,25324.06,25324.06,25324.06,25324.06,25324.06,25324.06,25324.06,25324.06,25324.06,25324.06,25324.06,25324.06,25324.06,25324.06,25324.06,25324.06,25324.06,25324.06,25324.06,25324.06,25324.06,25324.06,25324.06,25324.06
153,1159853.36,1,703,0,0,Began Bachelors,180411.68,1,121513.93,7.04,75075.41,75075.41,75075.41,75075.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,995347.62,1,714,1,2,High School,176926.8,1,122319.76,7.02,64298.16,64298.16,64298.16,64298.16,64298.16,64298.16,64298.16,64298.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,621828.57,0,718,0,1,Bachelors Degree,205282.24,0,,7.01,40129.02,40129.02,40129.02,40129.02,40129.02,40129.02,40129.02,40129.02,40129.02,40129.02,40129.02,40129.02,40129.02,40129.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,733705.4,0,669,0,0,Bachelors Degree,99144.45,1,91293.47,7.13,47920.56,47920.56,47920.56,47920.56,47920.56,47920.56,47920.56,47920.56,47920.56,47920.56,47920.56,47920.56,47920.56,47920.56,47920.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,367867.82,0,572,0,2,Began Bachelors,59466.19,1,79020.61,7.37,24603.63,24603.63,24603.63,24603.63,24603.63,24603.63,24603.63,24603.63,24603.63,24603.63,24603.63,24603.63,24603.63,24603.63,24603.63,24603.63,24603.63,24603.63,24603.63,24603.63,24603.63,24603.63,24603.63,24603.63,24603.63,24603.63,24603.63,24603.63,24603.63,24603.63,24603.63
